value,v1,v2,split,,
1827,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",train,,
1828,ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,train,,
1829,ham,May i call You later Pls,train,,
1830,spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",train,,
1831,ham,That's the way you should stay oh.,train,,
1832,ham,Hello- thanx for taking that call. I got a job! Starts on monday!,train,,
1833,ham,What time is ur flight tmr?,train,,
1834,ham,When should I come over?,train,,
1835,ham,I have a rather prominent bite mark on my right cheek,train,,
1836,ham,* Will be september by then!,train,,
1837,ham,Are you wet right now?,train,,
1838,ham,And how's your husband.,train,,
1839,spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",train,,
1840,ham,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,train,,
1841,ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,train,,
1842,ham,I am in your office na.,train,,
1843,ham,"\Are you comingdown later?\""""",train,,
1844,ham,Super da:)good replacement for murali,train,,
1845,ham,Da is good good player.why he is unsold.,train,,
1846,ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,train,,
1847,ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,train,,
1848,spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",train,,
1849,ham,I dont want to hear philosophy. Just say what happen,train,,
1850,ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,train,,
1851,ham,Then cant get da laptop? My matric card wif Ì_ lei... ,train,,
1852,ham,Dunno da next show aft 6 is 850. Toa payoh got 650.,train,,
1853,spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",train,,
1854,ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,train,,
1855,ham,They did't play one day last year know even though they have very good team.. Like india.,train,,
1856,ham,K.:)you are the only girl waiting in reception ah?,train,,
1857,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",train,,
1858,ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.,train,,
1859,ham,"Sir, i am waiting for your call.",train,,
1860,ham,What's up. Do you want me to come online?,train,,
1861,ham,"It could work, we'll reach a consensus at the next meeting",train,,
1862,ham,Aiyah then i wait lor. Then u entertain me. Hee...,train,,
1863,ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",train,,
1864,ham,I'll let you know when it kicks in,train,,
1865,ham,You call him now ok i said call him,train,,
1866,ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,train,,
1867,ham,Or Ì_ go buy wif him then i meet Ì_ later can?,train,,
1868,ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,train,,
1869,ham,Today my system sh get ready.all is well and i am also in the deep well,train,,
1870,ham,Mom wants to know where you at,train,,
1871,ham,"Aight, I'll text you when I'm back",train,,
1872,ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too,train,,
1873,ham,Oh ok i didnt know what you meant. Yep i am baby jontin,train,,
1874,spam,You have WON a guaranteed $1000 cash or a $2000 prize.To claim yr prize call our customer service representative on,train,,
1875,spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,train,,
1876,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,train,,
1877,ham,Watching tv now. I got new job :),train,,
1878,ham,This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! ,train,,
1879,ham,I AM AT A PARTY WITH ALEX NICHOLS,train,,
1880,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,train,,
1881,ham,Just seeing your missed call my dear brother. Do have a gr8 day.,train,,
1882,ham,Ok.. ÌÏ finishing soon?,train,,
1883,ham,"Sorry, I can't help you on this.",train,,
1884,ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",train,,
1885,ham,I love your ass! Do you enjoy doggy style? :),train,,
1886,ham,I think asking for a gym is the excuse for lazy people. I jog.,train,,
1887,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,train,,
1888,spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or $5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,train,,
1889,ham,No. On the way home. So if not for the long dry spell the season would have been over,train,,
1890,ham,I gotta collect da car at 6 lei.,train,,
1891,ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,train,,
1892,ham,Probably earlier than that if the station's where I think it is,train,,
1893,spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,train,,
1894,ham,Good Morning plz call me sir,train,,
1895,spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",train,,
1896,ham,"Uh, heads up we don't have THAT much left",train,,
1897,ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,train,,
1898,ham,"Aight, sounds good. When do you want me to come down?",train,,
1899,ham,Wat would u like 4 ur birthday?,train,,
1900,ham,I love working from home :),train,,
1901,ham,And miss vday the parachute and double coins??? U must not know me very well...,train,,
1902,ham,"Sorry, I'll call later",train,,
1903,ham,My sister got placed in birla soft da:-),train,,
1904,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,train,,
1905,ham,Wah... Okie okie... Muz make use of e unlimited... Haha... ,train,,
1906,ham,"There're some people by mu, I'm at the table by lambda",train,,
1907,ham,And stop being an old man. You get to build snowman snow angels and snowball fights.,train,,
1908,ham,ELLO BABE U OK?,train,,
1909,ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u ,train,,
1910,ham,Then u going ikea str aft dat?,train,,
1911,ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer,train,,
1912,ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,train,,
1913,ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,train,,
1914,ham,You want to go? ,train,,
1915,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,train,,
1916,ham,Its not that time of the month nor mid of the time?,train,,
1917,ham,Fffff. Can you text kadeem or are you too far gone,train,,
1918,ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...,train,,
1919,ham,Is fujitsu s series lifebook good?,train,,
1920,ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.,train,,
1921,ham,Dont know you bring some food,train,,
1922,ham,No current and food here. I am alone also,train,,
1923,ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,train,,
1924,ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,train,,
1925,ham,Ok,train,,
1926,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,train,,
1927,ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",train,,
1928,ham,Omg it could snow here tonite!,train,,
1929,spam,Call from 08702490080 - tells u 2 call 09066358152 to claim $5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,train,,
1930,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or $250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,train,,
1931,ham,Carry on not disturbing both of you,train,,
1932,ham,What pa tell me.. I went to bath:-),train,,
1933,ham,Jus finished avatar nigro,train,,
1934,ham,R u over scratching it?,train,,
1935,ham,Hope you are having a great day.,train,,
1936,ham,Did either of you have any idea's? Do you know of anyplaces doing something?,train,,
1937,ham,My planning usually stops at \find hella weed,train,,
1938,ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,train,,
1939,ham,Excellent! Are you ready to moan and scream in ecstasy?,train,,
1940,spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A$1.50 minAPN LS278BB,train,,
1941,ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,train,,
1942,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or $5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost$1.50/pm, Max10mins",train,,
1943,ham,K...k:)why cant you come here and search job:),train,,
1944,ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,train,,
1945,ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",train,,
1946,ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...,train,,
1947,ham,Hey we can go jazz power yoga hip hop kb and yogasana ,train,,
1948,ham,The battery is for mr adewale my uncle. Aka Egbon,train,,
1949,ham,I cant pick the phone right now. Pls send a message,train,,
1950,ham,Wait 2 min..stand at bus stop,train,,
1951,ham,Oh ic. I thought you meant mary jane.,train,,
1952,ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?,train,,
1953,ham,Nah im goin 2 the wrks with j wot bout u?,train,,
1954,ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,train,,
1955,ham,Good night. Am going to sleep.,train,,
1956,ham,"Aight I'll grab something to eat too, text me when you're back at mu",train,,
1957,ham,K...k:)why cant you come here and search job:),train,,
1958,ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,train,,
1959,ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",train,,
1960,ham,Howz that persons story,train,,
1961,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,train,,
1962,ham,LOL that would be awesome payback.,train,,
1963,spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,train,,
1964,ham,Yes :)it completely in out of form:)clark also utter waste.,train,,
1965,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",train,,
